table value,free-free value,ratio,frequency(Hz),temperature(K),density(g/cm3)
2.89196e-11,8.33557e-24,3.46942e+12,7.64641e+16,5802.26,2.7826e-14
1.04033e-11,1.48234e-24,7.01817e+12,1.35973e+17,5802.26,2.7826e-14
3.02636e-12,2.63599e-25,1.14809e+13,2.41799e+17,5802.26,2.7826e-14
6.81876e-13,4.68737e-26,1.45471e+13,4.29991e+17,5802.26,2.7826e-14
1.6862e-13,8.33557e-27,2.0229e+13,7.64641e+17,5802.26,2.7826e-14
3.3547e-14,1.48234e-27,2.26311e+13,1.35973e+18,5802.26,2.7826e-14
9.67307e-15,3.80188e-16,25.4429,2.41799e+14,5802.26,3.5938e-14
5.4712e-14,7.5956e-17,720.311,4.29991e+14,5802.26,3.5938e-14
4.2565e-11,1.38791e-17,3.06683e+06,7.64641e+14,5802.26,3.5938e-14
6.47567e-12,2.47257e-18,2.61901e+06,1.35973e+15,5802.26,3.5938e-14
5.39825e-07,4.39694e-19,1.22773e+12,2.41799e+15,5802.26,3.5938e-14
3.04438e-08,7.81872e-20,3.89371e+11,4.29991e+15,5802.26,3.5938e-14
1.37898e-08,1.39041e-20,9.91781e+11,7.64641e+15,5802.26,3.5938e-14
3.32218e-09,2.4726e-21,1.3436e+12,1.35973e+16,5802.26,3.5938e-14
7.44312e-10,4.39694e-22,1.6928e+12,2.41799e+16,5802.26,3.5938e-14
1.59579e-10,7.81872e-23,2.04099e+12,4.29991e+16,5802.26,3.5938e-14
3.77385e-11,1.39041e-23,2.71421e+12,7.64641e+16,5802.26,3.5938e-14
1.35479e-11,2.4726e-24,5.47922e+12,1.35973e+17,5802.26,3.5938e-14
3.9176e-12,4.39694e-25,8.90983e+12,2.41799e+17,5802.26,3.5938e-14
8.81847e-13,7.81872e-26,1.12787e+13,4.29991e+17,5802.26,3.5938e-14
2.17953e-13,1.39041e-26,1.56755e+13,7.64641e+17,5802.26,3.5938e-14
4.33484e-14,2.4726e-27,1.75315e+13,1.35973e+18,5802.26,3.5938e-14
1.25012e-14,6.342e-16,19.7118,2.41799e+14,5802.26,4.6416e-14
7.07241e-14,1.26704e-16,558.184,4.29991e+14,5802.26,4.6416e-14
5.50076e-11,2.31521e-17,2.37592e+06,7.64641e+14,5802.26,4.6416e-14
8.36741e-12,4.12454e-18,2.02869e+06,1.35973e+15,5802.26,4.6416e-14
6.95219e-07,7.33463e-19,9.47858e+11,2.41799e+15,5802.26,4.6416e-14
3.98653e-08,1.30426e-19,3.05655e+11,4.29991e+15,5802.26,4.6416e-14
1.79235e-08,2.31936e-20,7.72778e+11,7.64641e+15,5802.26,4.6416e-14
4.31163e-09,4.12459e-21,1.04535e+12,1.35973e+16,5802.26,4.6416e-14
9.65035e-10,7.33463e-22,1.31572e+12,2.41799e+16,5802.26,4.6416e-14
2.06714e-10,1.30426e-22,1.58492e+12,4.29991e+16,5802.26,4.6416e-14
4.88343e-11,2.31936e-23,2.1055e+12,7.64641e+16,5802.26,4.6416e-14
1.75206e-11,4.12459e-24,4.24785e+12,1.35973e+17,5802.26,4.6416e-14
5.06213e-12,7.33463e-25,6.90168e+12,2.41799e+17,5802.26,4.6416e-14
1.13928e-12,1.30426e-25,8.73509e+12,4.29991e+17,5802.26,4.6416e-14
2.81541e-13,2.31936e-26,1.21387e+13,7.64641e+17,5802.26,4.6416e-14
5.59916e-14,4.12459e-27,1.35751e+13,1.35973e+18,5802.26,4.6416e-14
1.61584e-14,1.05789e-15,15.2742,2.41799e+14,5802.26,5.9948e-14
9.14507e-14,2.11351e-16,432.696,4.29991e+14,5802.26,5.9948e-14
7.10983e-11,3.86193e-17,1.84101e+06,7.64641e+14,5802.26,5.9948e-14
1.08122e-11,6.88002e-18,1.57154e+06,1.35973e+15,5802.26,5.9948e-14
8.94604e-07,1.22347e-18,7.31204e+11,2.41799e+15,5802.26,5.9948e-14
5.23964e-08,2.17559e-19,2.40837e+11,4.29991e+15,5802.26,5.9948e-14
2.33372e-08,3.86886e-20,6.03205e+11,7.64641e+15,5802.26,5.9948e-14
5.60328e-09,6.88011e-21,8.14417e+11,1.35973e+16,5802.26,5.9948e-14
1.25261e-09,1.22347e-21,1.02382e+12,2.41799e+16,5802.26,5.9948e-14
2.67992e-10,2.17559e-22,1.23181e+12,4.29991e+16,5802.26,5.9948e-14
6.32391e-11,3.86886e-23,1.63457e+12,7.64641e+16,5802.26,5.9948e-14
2.26669e-11,6.88011e-24,3.29456e+12,1.35973e+17,5802.26,5.9948e-14
6.54213e-12,1.22347e-24,5.3472e+12,2.41799e+17,5802.26,5.9948e-14
1.4719e-12,2.17559e-25,6.76554e+12,4.29991e+17,5802.26,5.9948e-14
3.63693e-13,3.86886e-26,9.40051e+12,7.64641e+17,5802.26,5.9948e-14
7.23273e-14,6.88011e-27,1.05125e+13,1.35973e+18,5802.26,5.9948e-14
2.08911e-14,1.76467e-15,11.8385,2.41799e+14,5802.26,7.7426e-14
1.18284e-13,3.52556e-16,335.503,4.29991e+14,5802.26,7.7426e-14
9.19124e-11,6.44211e-17,1.42674e+06,7.64641e+14,5802.26,7.7426e-14
1.39746e-11,1.14766e-17,1.21766e+06,1.35973e+15,5802.26,7.7426e-14
1.14993e-06,2.04088e-18,5.6345e+11,2.41799e+15,5802.26,7.7426e-14
6.91894e-08,3.62912e-19,1.90651e+11,4.29991e+15,5802.26,7.7426e-14
3.04555e-08,6.45368e-20,4.7191e+11,7.64641e+15,5802.26,7.7426e-14
7.29485e-09,1.14768e-20,6.35619e+11,1.35973e+16,5802.26,7.7426e-14
1.62819e-09,2.04088e-21,7.97791e+11,2.41799e+16,5802.26,7.7426e-14
3.47821e-10,3.62912e-22,9.58416e+11,4.29991e+16,5802.26,7.7426e-14
8.19399e-11,6.45368e-23,1.26966e+12,7.64641e+16,5802.26,7.7426e-14
2.9339e-11,1.14768e-23,2.55639e+12,1.35973e+17,5802.26,7.7426e-14
8.45569e-12,2.04088e-24,4.14317e+12,2.41799e+17,5802.26,7.7426e-14
1.90197e-12,3.62912e-25,5.24086e+12,4.29991e+17,5802.26,7.7426e-14
4.69852e-13,6.45368e-26,7.28038e+12,7.64641e+17,5802.26,7.7426e-14
9.343e-14,1.14768e-26,8.14079e+12,1.35973e+18,5802.26,7.7426e-14
2.7018e-14,2.94368e-15,9.17831,2.41799e+14,5802.26,1e-13
1.5307e-13,5.88105e-16,260.277,4.29991e+14,5802.26,1e-13
1.1886e-10,1.07462e-16,1.10607e+06,7.64641e+14,5802.26,1e-13
1.8065e-11,1.91443e-17,943621,1.35973e+15,5802.26,1e-13
1.476e-06,3.40442e-18,4.33554e+11,2.41799e+15,5802.26,1e-13
9.1892e-08,6.05379e-19,1.51792e+11,4.29991e+15,5802.26,1e-13
3.9859e-08,1.07655e-19,3.70248e+11,7.64641e+15,5802.26,1e-13
9.5182e-09,1.91446e-20,4.97175e+11,1.35973e+16,5802.26,1e-13
2.1203e-09,3.40442e-21,6.22808e+11,2.41799e+16,5802.26,1e-13
4.5205e-10,6.05379e-22,7.46722e+11,4.29991e+16,5802.26,1e-13
1.0629e-10,1.07655e-22,9.87322e+11,7.64641e+16,5802.26,1e-13
3.8e-11,1.91446e-23,1.9849e+12,1.35973e+17,5802.26,1e-13
1.0932e-11,3.40442e-24,3.21112e+12,2.41799e+17,5802.26,1e-13
2.4579e-12,6.05379e-25,4.0601e+12,4.29991e+17,5802.26,1e-13
6.0704e-13,1.07655e-25,5.63876e+12,7.64641e+17,5802.26,1e-13
1.207e-13,1.91446e-26,6.30466e+12,1.35973e+18,5802.26,1e-13
3.49544e-14,4.90998e-15,7.11907,2.41799e+14,5802.26,1.2915e-13
1.98168e-13,9.80942e-16,202.018,4.29991e+14,5802.26,1.2915e-13
1.53753e-10,1.79244e-16,857789,7.64641e+14,5802.26,1.2915e-13
2.33594e-11,3.19322e-17,731530,1.35973e+15,5802.26,1.2915e-13
1.89089e-06,5.67847e-18,3.32992e+11,2.41799e+15,5802.26,1.2915e-13
1.22898e-07,1.00976e-18,1.2171e+11,4.29991e+15,5802.26,1.2915e-13
5.23535e-08,1.79565e-19,2.91557e+11,7.64641e+15,5802.26,1.2915e-13
1.24538e-08,3.19326e-20,3.90003e+11,1.35973e+16,5802.26,1.2915e-13
2.76717e-09,5.67847e-21,4.87308e+11,2.41799e+16,5802.26,1.2915e-13
5.88524e-10,1.00976e-21,5.82837e+11,4.29991e+16,5802.26,1.2915e-13
1.38023e-10,1.79565e-22,7.68649e+11,7.64641e+16,5802.26,1.2915e-13
4.92539e-11,3.19326e-23,1.54243e+12,1.35973e+17,5802.26,1.2915e-13
1.41355e-11,5.67847e-24,2.48931e+12,2.41799e+17,5802.26,1.2915e-13
3.1767e-12,1.00976e-24,3.14601e+12,4.29991e+17,5802.26,1.2915e-13
7.84328e-13,1.79565e-25,4.36793e+12,7.64641e+17,5802.26,1.2915e-13
1.55936e-13,3.19326e-26,4.88327e+12,1.35973e+18,5802.26,1.2915e-13
4.52472e-14,8.19096e-15,5.52404,2.41799e+14,5802.26,1.6681e-13
2.56771e-13,1.63643e-15,156.909,4.29991e+14,5802.26,1.6681e-13
1.99004e-10,2.99019e-16,665524,7.64641e+14,5802.26,1.6681e-13
3.0216e-11,5.32702e-17,567221,1.35973e+15,5802.26,1.6681e-13
2.41674e-06,9.47299e-18,2.55119e+11,2.41799e+15,5802.26,1.6681e-13
1.65774e-07,1.6845e-18,9.84113e+10,4.29991e+15,5802.26,1.6681e-13
6.90777e-08,2.99556e-19,2.306e+11,7.64641e+15,5802.26,1.6681e-13
1.63541e-08,5.32709e-20,3.06998e+11,1.35973e+16,5802.26,1.6681e-13
3.62245e-09,9.47299e-21,3.82397e+11,2.41799e+16,5802.26,1.6681e-13
7.67993e-10,1.6845e-21,4.55917e+11,4.29991e+16,5802.26,1.6681e-13
1.79521e-10,2.99556e-22,5.9929e+11,7.64641e+16,5802.26,1.6681e-13
6.39116e-11,5.32709e-23,1.19975e+12,1.35973e+17,5802.26,1.6681e-13
1.82874e-11,9.47299e-24,1.93048e+12,2.41799e+17,5802.26,1.6681e-13
4.10703e-12,1.6845e-24,2.43812e+12,4.29991e+17,5802.26,1.6681e-13
1.0136e-12,2.99556e-25,3.38369e+12,7.64641e+17,5802.26,1.6681e-13
2.01473e-13,5.32709e-26,3.78205e+12,1.35973e+18,5802.26,1.6681e-13
5.85587e-14,1.36629e-14,4.28596,2.41799e+14,5802.26,2.1544e-13
3.32618e-13,2.72965e-15,121.854,4.29991e+14,5802.26,2.1544e-13
2.57515e-10,4.98778e-16,516292,7.64641e+14,5802.26,2.1544e-13
3.90808e-11,8.88572e-17,439816,1.35973e+15,5802.26,2.1544e-13
3.14973e-06,1.58014e-17,1.99333e+11,2.41799e+15,5802.26,2.1544e-13
2.22485e-07,2.80983e-18,7.91808e+10,4.29991e+15,5802.26,2.1544e-13
9.09523e-08,4.99673e-19,1.82023e+11,7.64641e+15,5802.26,2.1544e-13
2.14412e-08,8.88584e-20,2.41297e+11,1.35973e+16,5802.26,2.1544e-13
4.7358e-09,1.58014e-20,2.99708e+11,2.41799e+16,5802.26,2.1544e-13
1.00121e-09,2.80983e-21,3.56325e+11,4.29991e+16,5802.26,2.1544e-13
2.33343e-10,4.99673e-22,4.66991e+11,7.64641e+16,5802.26,2.1544e-13
8.2897e-11,8.88584e-23,9.32911e+11,1.35973e+17,5802.26,2.1544e-13
2.36553e-11,1.58014e-23,1.49704e+12,2.41799e+17,5802.26,2.1544e-13
5.30909e-12,2.80983e-24,1.88947e+12,4.29991e+17,5802.26,2.1544e-13
1.30977e-12,4.99673e-25,2.62125e+12,7.64641e+17,5802.26,2.1544e-13
2.60295e-13,8.88584e-26,2.92932e+12,1.35973e+18,5802.26,2.1544e-13
7.56617e-14,2.27925e-14,3.31959,2.41799e+14,5802.26,2.7826e-13
4.2994e-13,4.55361e-15,94.4172,4.29991e+14,5802.26,2.7826e-13
3.3266e-10,8.32063e-16,399801,7.64641e+14,5802.26,2.7826e-13
5.05042e-11,1.48232e-16,340711,1.35973e+15,5802.26,2.7826e-13
4.38009e-06,2.63599e-17,1.66165e+11,2.41799e+15,5802.26,2.7826e-13
2.8875e-07,4.68737e-18,6.16018e+10,4.29991e+15,5802.26,2.7826e-13
1.17762e-07,8.33557e-19,1.41277e+11,7.64641e+15,5802.26,2.7826e-13
2.77464e-08,1.48234e-19,1.8718e+11,1.35973e+16,5802.26,2.7826e-13
6.12617e-09,2.63599e-20,2.32405e+11,2.41799e+16,5802.26,2.7826e-13
1.29474e-09,4.68737e-21,2.7622e+11,4.29991e+16,5802.26,2.7826e-13
3.01634e-10,8.33557e-22,3.61864e+11,7.64641e+16,5802.26,2.7826e-13
1.07122e-10,1.48234e-22,7.22654e+11,1.35973e+17,5802.26,2.7826e-13
3.05585e-11,2.63599e-23,1.15928e+12,2.41799e+17,5802.26,2.7826e-13
6.858e-12,4.68737e-24,1.46308e+12,4.29991e+17,5802.26,2.7826e-13
1.69179e-12,8.33557e-25,2.02961e+12,7.64641e+17,5802.26,2.7826e-13
3.36222e-13,1.48234e-25,2.26818e+12,1.35973e+18,5802.26,2.7826e-13
9.77693e-14,3.80188e-14,2.57161,2.41799e+14,5802.26,3.5938e-13
5.55781e-13,7.5956e-15,73.1714,4.29991e+14,5802.26,3.5938e-13
4.29747e-10,1.38791e-15,309635,7.64641e+14,5802.26,3.5938e-13
6.52706e-11,2.47257e-16,263979,1.35973e+15,5802.26,3.5938e-13
6.17738e-06,4.39694e-17,1.40493e+11,2.41799e+15,5802.26,3.5938e-13
3.75301e-07,7.81872e-18,4.80003e+10,4.29991e+15,5802.26,3.5938e-13
1.52575e-07,1.39041e-18,1.09734e+11,7.64641e+15,5802.26,3.5938e-13
3.5924e-08,2.4726e-19,1.45288e+11,1.35973e+16,5802.26,3.5938e-13
7.92828e-09,4.39694e-20,1.80314e+11,2.41799e+16,5802.26,3.5938e-13
1.67485e-09,7.81872e-21,2.14211e+11,4.29991e+16,5802.26,3.5938e-13
3.89963e-10,1.39041e-21,2.80467e+11,7.64641e+16,5802.26,3.5938e-13
1.38444e-10,2.4726e-22,5.59913e+11,1.35973e+17,5802.26,3.5938e-13
3.94779e-11,4.39694e-23,8.97849e+11,2.41799e+17,5802.26,3.5938e-13
8.85872e-12,7.81872e-24,1.13301e+12,4.29991e+17,5802.26,3.5938e-13
2.18521e-12,1.39041e-24,1.57164e+12,7.64641e+17,5802.26,3.5938e-13
4.34275e-13,2.4726e-25,1.75635e+12,1.35973e+18,5802.26,3.5938e-13
1.26354e-13,6.342e-14,1.99233,2.41799e+14,5802.26,4.6416e-13
7.18752e-13,1.26704e-14,56.7269,4.29991e+14,5802.26,4.6416e-13
5.55228e-10,2.31521e-15,239818,7.64641e+14,5802.26,4.6416e-13
8.4375e-11,4.12454e-16,204568,1.35973e+15,5802.26,4.6416e-13
8.84643e-06,7.33463e-17,1.20612e+11,2.41799e+15,5802.26,4.6416e-13
4.88668e-07,1.30426e-17,3.74671e+10,4.29991e+15,5802.26,4.6416e-13
1.97862e-07,2.31936e-18,8.53088e+10,7.64641e+15,5802.26,4.6416e-13
4.6546e-08,4.12459e-19,1.1285e+11,1.35973e+16,5802.26,4.6416e-13
1.02663e-08,7.33463e-20,1.3997e+11,2.41799e+16,5802.26,4.6416e-13
2.16753e-09,1.30426e-20,1.66189e+11,4.29991e+16,5802.26,4.6416e-13
5.0431e-10,2.31936e-21,2.17434e+11,7.64641e+16,5802.26,4.6416e-13
1.78957e-10,4.12459e-22,4.33878e+11,1.35973e+17,5802.26,4.6416e-13
5.10019e-11,7.33463e-23,6.95358e+11,2.41799e+17,5802.26,4.6416e-13
1.14439e-11,1.30426e-23,8.77424e+11,4.29991e+17,5802.26,4.6416e-13
2.8226e-12,2.31936e-24,1.21697e+12,7.64641e+17,5802.26,4.6416e-13
5.60937e-13,4.12459e-25,1.35998e+12,1.35973e+18,5802.26,4.6416e-13
1.63328e-13,1.05789e-13,1.54391,2.41799e+14,5802.26,5.9948e-13
9.29734e-13,2.11351e-14,43.9901,4.29991e+14,5802.26,5.9948e-13
7.17398e-10,3.86193e-15,185762,7.64641e+14,5802.26,5.9948e-13
1.09093e-10,6.88002e-16,158566,1.35973e+15,5802.26,5.9948e-13
1.28732e-05,1.22347e-16,1.05219e+11,2.41799e+15,5802.26,5.9948e-13
6.37667e-07,2.17559e-17,2.93101e+10,4.29991e+15,5802.26,5.9948e-13
2.56889e-07,3.86886e-18,6.63992e+10,7.64641e+15,5802.26,5.9948e-13
6.03616e-08,6.88011e-19,8.77336e+10,1.35973e+16,5802.26,5.9948e-13
1.33037e-08,1.22347e-19,1.08737e+11,2.41799e+16,5802.26,5.9948e-13
2.80683e-09,2.17559e-20,1.29014e+11,4.29991e+16,5802.26,5.9948e-13
6.52474e-10,3.86886e-21,1.68648e+11,7.64641e+16,5802.26,5.9948e-13
2.31387e-10,6.88011e-22,3.36313e+11,1.35973e+17,5802.26,5.9948e-13
6.59008e-11,1.22347e-22,5.3864e+11,2.41799e+17,5802.26,5.9948e-13
1.47838e-11,2.17559e-23,6.79529e+11,4.29991e+17,5802.26,5.9948e-13
3.64604e-12,3.86886e-24,9.42406e+11,7.64641e+17,5802.26,5.9948e-13
7.24532e-13,6.88011e-25,1.05308e+12,1.35973e+18,5802.26,5.9948e-13
2.11172e-13,1.76467e-13,1.19666,2.41799e+14,5802.26,7.7426e-13
1.20328e-12,3.52556e-14,34.1301,4.29991e+14,5802.26,7.7426e-13
9.27099e-10,6.44211e-15,143912,7.64641e+14,5802.26,7.7426e-13
1.41101e-10,1.14766e-15,122947,1.35973e+15,5802.26,7.7426e-13
1.90422e-05,2.04088e-16,9.33038e+10,2.41799e+15,5802.26,7.7426e-13
8.34497e-07,3.62912e-17,2.29945e+10,4.29991e+15,5802.26,7.7426e-13
3.34024e-07,6.45368e-18,5.17571e+10,7.64641e+15,5802.26,7.7426e-13
7.83706e-08,1.14768e-18,6.82863e+10,1.35973e+16,5802.26,7.7426e-13
1.72559e-08,2.04088e-19,8.45516e+10,2.41799e+16,5802.26,7.7426e-13
3.6374e-09,3.62912e-20,1.00228e+11,4.29991e+16,5802.26,7.7426e-13
8.44485e-10,6.45368e-21,1.30853e+11,7.64641e+16,5802.26,7.7426e-13
2.99275e-10,1.14768e-21,2.60766e+11,1.35973e+17,5802.26,7.7426e-13
8.51609e-11,2.04088e-22,4.17276e+11,2.41799e+17,5802.26,7.7426e-13
1.91002e-11,3.62912e-23,5.26304e+11,4.29991e+17,5802.26,7.7426e-13
4.7099e-12,6.45368e-24,7.29801e+11,7.64641e+17,5802.26,7.7426e-13
9.35925e-13,1.14768e-24,8.15496e+11,1.35973e+18,5802.26,7.7426e-13
2.7311e-13,2.94368e-13,0.927784,2.41799e+14,5802.26,1e-12
1.5582e-12,5.88105e-14,26.4953,4.29991e+14,5802.26,1e-12
1.1982e-09,1.07462e-14,111500,7.64641e+14,5802.26,1e-12
1.8258e-10,1.91443e-15,95370.3,1.35973e+15,5802.26,1e-12
2.8623e-05,3.40442e-16,8.40761e+10,2.41799e+15,5802.26,1e-12
1.0961e-06,6.05379e-17,1.8106e+10,4.29991e+15,5802.26,1e-12
4.3515e-07,1.07655e-17,4.04208e+10,7.64641e+15,5802.26,1e-12
1.0191e-07,1.91446e-18,5.32318e+10,1.35973e+16,5802.26,1e-12
2.2411e-08,3.40442e-19,6.58292e+10,2.41799e+16,5802.26,1e-12
4.7183e-09,6.05379e-20,7.79395e+10,4.29991e+16,5802.26,1e-12
1.0938e-09,1.07655e-20,1.01602e+11,7.64641e+16,5802.26,1e-12
3.8723e-10,1.91446e-21,2.02266e+11,1.35973e+17,5802.26,1e-12
1.1006e-10,3.40442e-22,3.23286e+11,2.41799e+17,5802.26,1e-12
2.4679e-11,6.05379e-23,4.07662e+11,4.29991e+17,5802.26,1e-12
6.0845e-12,1.07655e-23,5.65186e+11,7.64641e+17,5802.26,1e-12
1.209e-12,1.91446e-24,6.3151e+11,1.35973e+18,5802.26,1e-12
3.53341e-13,4.90998e-13,0.71964,2.41799e+14,5802.26,1.2915e-12
2.01926e-12,9.80942e-14,20.5849,4.29991e+14,5802.26,1.2915e-12
1.5489e-09,1.79244e-14,86412.9,7.64641e+14,5802.26,1.2915e-12
2.3637e-10,3.19322e-15,74022.5,1.35973e+15,5802.26,1.2915e-12
4.36876e-05,5.67847e-16,7.69354e+10,2.41799e+15,5802.26,1.2915e-12
1.44609e-06,1.00976e-16,1.43212e+10,4.29991e+15,5802.26,1.2915e-12
5.68221e-07,1.79565e-17,3.16443e+10,7.64641e+15,5802.26,1.2915e-12
1.32766e-07,3.19326e-18,4.1577e+10,1.35973e+16,5802.26,1.2915e-12
2.91492e-08,5.67847e-19,5.13327e+10,2.41799e+16,5802.26,1.2915e-12
6.12778e-09,1.00976e-19,6.06857e+10,4.29991e+16,5802.26,1.2915e-12
1.41768e-09,1.79565e-20,7.89506e+10,7.64641e+16,5802.26,1.2915e-12
5.01296e-10,3.19326e-21,1.56985e+11,1.35973e+17,5802.26,1.2915e-12
1.42272e-10,5.67847e-22,2.50546e+11,2.41799e+17,5802.26,1.2915e-12
3.1891e-11,1.00976e-22,3.15829e+11,4.29991e+17,5802.26,1.2915e-12
7.86059e-12,1.79565e-23,4.37756e+11,7.64641e+17,5802.26,1.2915e-12
1.56168e-12,3.19326e-24,4.89055e+11,1.35973e+18,5802.26,1.2915e-12
4.56742e-13,8.19096e-13,0.557618,2.41799e+14,5802.26,1.6681e-12
2.61224e-12,1.63643e-13,15.963,4.29991e+14,5802.26,1.6681e-12
2.00105e-09,2.99019e-14,66920.6,7.64641e+14,5802.26,1.6681e-12
3.05696e-10,5.32702e-15,57385.9,1.35973e+15,5802.26,1.6681e-12
5.96529e-05,9.47299e-16,6.29716e+10,2.41799e+15,5802.26,1.6681e-12
1.87861e-06,1.6845e-16,1.11523e+10,4.29991e+15,5802.26,1.6681e-12
7.36082e-07,2.99556e-17,2.45725e+10,7.64641e+15,5802.26,1.6681e-12
1.71881e-07,5.32709e-18,3.22655e+10,1.35973e+16,5802.26,1.6681e-12
3.77207e-08,9.47299e-19,3.98193e+10,2.41799e+16,5802.26,1.6681e-12
7.92681e-09,1.6845e-19,4.70573e+10,4.29991e+16,5802.26,1.6681e-12
1.83274e-09,2.99556e-20,6.1182e+10,7.64641e+16,5802.26,1.6681e-12
6.47873e-10,5.32709e-21,1.21619e+11,1.35973e+17,5802.26,1.6681e-12
1.83808e-10,9.47299e-22,1.94034e+11,2.41799e+17,5802.26,1.6681e-12
4.11954e-11,1.6845e-22,2.44555e+11,4.29991e+17,5802.26,1.6681e-12
1.01536e-11,2.99556e-23,3.38954e+11,7.64641e+17,5802.26,1.6681e-12
2.01723e-12,5.32709e-24,3.78675e+11,1.35973e+18,5802.26,1.6681e-12
5.90284e-13,1.36629e-12,0.432034,2.41799e+14,5802.26,2.1544e-12
3.37853e-12,2.72965e-13,12.3771,4.29991e+14,5802.26,2.1544e-12
2.58463e-09,4.98778e-14,51819.3,7.64641e+14,5802.26,2.1544e-12
3.95311e-10,8.88572e-15,44488.3,1.35973e+15,5802.26,2.1544e-12
7.99196e-05,1.58014e-15,5.05776e+10,2.41799e+15,5802.26,2.1544e-12
2.43189e-06,2.80983e-16,8.65492e+09,4.29991e+15,5802.26,2.1544e-12
9.51685e-07,4.99673e-17,1.90461e+10,7.64641e+15,5802.26,2.1544e-12
2.22162e-07,8.88584e-18,2.50018e+10,1.35973e+16,5802.26,2.1544e-12
4.87519e-08,1.58014e-18,3.08529e+10,2.41799e+16,5802.26,2.1544e-12
1.02437e-08,2.80983e-19,3.64568e+10,4.29991e+16,5802.26,2.1544e-12
2.36769e-09,4.99673e-20,4.73847e+10,7.64641e+16,5802.26,2.1544e-12
8.36941e-10,8.88584e-21,9.41882e+10,1.35973e+17,5802.26,2.1544e-12
2.37415e-10,1.58014e-21,1.50249e+11,2.41799e+17,5802.26,2.1544e-12
5.32094e-11,2.80983e-22,1.89369e+11,4.29991e+17,5802.26,2.1544e-12
1.3114e-11,4.99673e-23,2.62452e+11,7.64641e+17,5802.26,2.1544e-12
2.60553e-12,8.88584e-24,2.93223e+11,1.35973e+18,5802.26,2.1544e-12
7.63045e-13,2.27925e-12,0.334779,2.41799e+14,5802.26,2.7826e-12
4.37146e-12,4.55361e-13,9.59999,4.29991e+14,5802.26,2.7826e-12
3.33884e-09,8.32063e-14,40127.3,7.64641e+14,5802.26,2.7826e-12
5.11414e-10,1.48232e-14,34500.9,1.35973e+15,5802.26,2.7826e-12
0.000108021,2.63599e-15,4.09791e+10,2.41799e+15,5802.26,2.7826e-12
3.15046e-06,4.68737e-16,6.72117e+09,4.29991e+15,5802.26,2.7826e-12
1.23091e-06,8.33557e-17,1.4767e+10,7.64641e+15,5802.26,2.7826e-12
2.87276e-07,1.48234e-17,1.93799e+10,1.35973e+16,5802.26,2.7826e-12
6.30231e-08,2.63599e-18,2.39087e+10,2.41799e+16,5802.26,2.7826e-12
1.32407e-08,4.68737e-19,2.82477e+10,4.29991e+16,5802.26,2.7826e-12
3.05919e-09,8.33557e-20,3.67004e+10,7.64641e+16,5802.26,2.7826e-12
1.08132e-09,1.48234e-20,7.29468e+10,1.35973e+17,5802.26,2.7826e-12
3.0667e-10,2.63599e-21,1.1634e+11,2.41799e+17,5802.26,2.7826e-12
6.87274e-11,4.68737e-22,1.46623e+11,4.29991e+17,5802.26,2.7826e-12
1.69385e-11,8.33557e-23,2.03208e+11,7.64641e+17,5802.26,2.7826e-12
3.36528e-12,1.48234e-23,2.27025e+11,1.35973e+18,5802.26,2.7826e-12
9.8657e-13,3.80188e-12,0.259495,2.41799e+14,5802.26,3.5938e-12
5.65844e-12,7.5956e-13,7.44962,4.29991e+14,5802.26,3.5938e-12
4.31292e-09,1.38791e-13,31074.8,7.64641e+14,5802.26,3.5938e-12
6.6187e-10,2.47257e-14,26768.5,1.35973e+15,5802.26,3.5938e-12
0.000147515,4.39694e-15,3.35494e+10,2.41799e+15,5802.26,3.5938e-12
4.08471e-06,7.81872e-16,5.22428e+09,4.29991e+15,5802.26,3.5938e-12
1.59259e-06,1.39041e-16,1.14542e+10,7.64641e+15,5802.26,3.5938e-12
3.71527e-07,2.4726e-17,1.50258e+10,1.35973e+16,5802.26,3.5938e-12
8.14894e-08,4.39694e-18,1.85332e+10,2.41799e+16,5802.26,3.5938e-12
1.71176e-08,7.81872e-19,2.18931e+10,4.29991e+16,5802.26,3.5938e-12
3.95246e-09,1.39041e-19,2.84267e+10,7.64641e+16,5802.26,3.5938e-12
1.39709e-09,2.4726e-20,5.65029e+10,1.35973e+17,5802.26,3.5938e-12
3.96145e-10,4.39694e-21,9.00955e+10,2.41799e+17,5802.26,3.5938e-12
8.8774e-11,7.81872e-22,1.1354e+11,4.29991e+17,5802.26,3.5938e-12
2.18776e-11,1.39041e-22,1.57347e+11,7.64641e+17,5802.26,3.5938e-12
4.34634e-12,2.4726e-23,1.7578e+11,1.35973e+18,5802.26,3.5938e-12
1.27602e-12,6.342e-12,0.201202,2.41799e+14,5802.26,4.6416e-12
7.33001e-12,1.26704e-12,5.78515,4.29991e+14,5802.26,4.6416e-12
5.57131e-09,2.31521e-13,24064,7.64641e+14,5802.26,4.6416e-12
8.57118e-10,4.12454e-14,20780.9,1.35973e+15,5802.26,4.6416e-12
0.000203873,7.33463e-15,2.77959e+10,2.41799e+15,5802.26,4.6416e-12
5.3021e-06,1.30426e-15,4.06523e+09,4.29991e+15,5802.26,4.6416e-12
2.06171e-06,2.31936e-16,8.8891e+09,7.64641e+15,5802.26,4.6416e-12
4.80731e-07,4.12459e-17,1.16552e+10,1.35973e+16,5802.26,4.6416e-12
